location,crop,date,am.weather,pm.weather,growth_stage,ploitid,block,treatment,row,sample,pm.absent,pm.partial,pm.predators,am.absent,am.partial,am.predators,n.pred,d.pred,to.predated
PA,beans,9/1/2022,18,18.3,R3,101,1,1,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,101,1,1,6,2,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,101,1,1,6,3,1,na,na,1,na,slug,1,1,1
PA,beans,9/1/2022,18,18.3,R3,101,1,1,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,101,1,1,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,101,1,1,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,102,1,3,6,1,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,102,1,3,6,2,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,102,1,3,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,102,1,3,11,4,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,102,1,3,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,102,1,3,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,103,1,2,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,103,1,2,6,2,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,103,1,2,6,3,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,103,1,2,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,103,1,2,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,103,1,2,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,104,1,4,6,1,1,na,na,1,na,slug,1,1,1
PA,beans,9/1/2022,18,18.3,R3,104,1,4,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,104,1,4,6,3,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,104,1,4,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,104,1,4,11,5,1,na,na,na,na,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,104,1,4,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,201,2,3,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,201,2,3,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,201,2,3,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,201,2,3,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,201,2,3,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,201,2,3,11,6,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,202,2,4,6,1,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,202,2,4,6,2,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,202,2,4,6,3,1,na,carabidae,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,202,2,4,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,202,2,4,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,202,2,4,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,203,2,1,6,1,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,203,2,1,6,2,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,203,2,1,6,3,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,203,2,1,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,203,2,1,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,203,2,1,11,6,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,204,2,2,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,204,2,2,6,2,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,204,2,2,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,204,2,2,11,4,1,na,na,na,na,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,204,2,2,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,204,2,2,11,6,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,301,3,4,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,301,3,4,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,301,3,4,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,301,3,4,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,301,3,4,11,5,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,301,3,4,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,302,3,2,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,302,3,2,6,2,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,302,3,2,6,3,1,na,na,0,1,slug,1,1,1
PA,beans,9/1/2022,18,18.3,R3,302,3,2,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,302,3,2,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,302,3,2,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,303,3,3,6,1,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,303,3,3,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,303,3,3,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,303,3,3,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,303,3,3,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,303,3,3,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,304,3,1,6,1,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,304,3,1,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,304,3,1,6,3,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,304,3,1,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,304,3,1,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,304,3,1,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,401,4,1,6,1,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,401,4,1,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,401,4,1,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,401,4,1,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,401,4,1,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,401,4,1,11,6,na,na,na,1,na,na,0,1,1
PA,beans,9/1/2022,18,18.3,R3,402,4,3,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,402,4,3,6,2,1,na,na,na,na,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,402,4,3,6,3,1,na,na,na,na,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,402,4,3,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,402,4,3,11,5,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,402,4,3,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,403,4,2,6,1,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,403,4,2,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,403,4,2,6,3,1,na,carabidae,1,na,carabidae,1,1,1
PA,beans,9/1/2022,18,18.3,R3,403,4,2,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,403,4,2,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,403,4,2,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,404,4,4,6,1,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,404,4,4,6,2,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,404,4,4,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,404,4,4,11,4,na,na,na,1,na,na,0,1,1
PA,beans,9/1/2022,18,18.3,R3,404,4,4,11,5,na,na,na,1,na,na,0,1,1
PA,beans,9/1/2022,18,18.3,R3,404,4,4,11,6,na,na,na,1,na,na,0,1,1
PA,beans,9/1/2022,18,18.3,R3,501,5,2,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,501,5,2,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,501,5,2,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,501,5,2,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,501,5,2,11,5,1,na,na,0,1,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,501,5,2,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,502,5,3,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,502,5,3,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,502,5,3,6,3,1,na,na,0,1,carabidae,1,1,1
PA,beans,9/1/2022,18,18.3,R3,502,5,3,11,4,na,na,na,1,na,na,0,1,1
PA,beans,9/1/2022,18,18.3,R3,502,5,3,11,5,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,502,5,3,11,6,1,na,na,na,na,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,503,5,1,6,1,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,503,5,1,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,503,5,1,6,3,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,503,5,1,11,4,na,na,na,1,na,na,0,1,1
PA,beans,9/1/2022,18,18.3,R3,503,5,1,11,5,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,503,5,1,11,6,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,504,5,4,6,1,1,na,na,0,0,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,504,5,4,6,2,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,504,5,4,6,3,1,na,na,na,na,na,1,0,1
PA,beans,9/1/2022,18,18.3,R3,504,5,4,11,4,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,504,5,4,11,5,1,na,na,1,na,na,1,1,1
PA,beans,9/1/2022,18,18.3,R3,504,5,4,11,6,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,101,1,1,6,1,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,101,1,1,6,2,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,101,1,1,6,3,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,101,1,1,11,4,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,101,1,1,11,5,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,101,1,1,11,6,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,102,1,3,6,1,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,102,1,3,6,2,0,1,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,102,1,3,6,3,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,102,1,3,11,4,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,102,1,3,11,5,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,102,1,3,11,6,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,103,1,2,6,1,0,1,Ants,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,103,1,2,6,2,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,103,1,2,6,3,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,103,1,2,11,4,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,103,1,2,11,5,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,103,1,2,11,6,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,104,1,4,6,1,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,104,1,4,6,2,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,104,1,4,6,3,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,104,1,4,11,4,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,104,1,4,11,5,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,104,1,4,11,6,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,201,2,3,6,1,0,1,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,201,2,3,6,2,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,201,2,3,6,3,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,201,2,3,11,4,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,201,2,3,11,5,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,201,2,3,11,6,0,1,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,202,2,4,6,1,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,202,2,4,6,2,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,202,2,4,6,3,0,1,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,202,2,4,11,4,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,202,2,4,11,5,0,1,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,202,2,4,11,6,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,203,2,1,6,1,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,203,2,1,6,2,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,203,2,1,6,3,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,203,2,1,11,4,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,203,2,1,11,5,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,203,2,1,11,6,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,204,2,2,6,1,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,204,2,2,6,2,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,204,2,2,6,3,0,0,na,1,na,na,0,1,1
PA,beans,6/20/2023,21.6,21.6,V3,204,2,2,11,4,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,204,2,2,11,5,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,204,2,2,11,6,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,301,3,4,6,1,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,301,3,4,6,2,1,na,na,0,0,Slug,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,301,3,4,6,3,0,0,na,0,0,Slug,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,301,3,4,11,4,0,1,na,0,1,Ants,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,301,3,4,11,5,0,1,na,0,1,Ants,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,301,3,4,11,6,1,na,na,0,1,Ants,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,302,3,2,6,1,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,302,3,2,6,2,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,302,3,2,6,3,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,302,3,2,11,4,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,302,3,2,11,5,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,302,3,2,11,6,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,303,3,3,6,1,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,303,3,3,6,2,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,303,3,3,6,3,0,1,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,303,3,3,11,4,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,303,3,3,11,5,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,303,3,3,11,6,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,304,3,1,6,1,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,304,3,1,6,2,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,304,3,1,6,3,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,304,3,1,11,4,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,304,3,1,11,5,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,304,3,1,11,6,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,401,4,1,6,1,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,401,4,1,6,2,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,401,4,1,6,3,1,na,na,1,na,Harvestman,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,401,4,1,11,4,0,1,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,401,4,1,11,5,1,na,na,0,1,Ants,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,401,4,1,11,6,1,na,na,1,na,Slug,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,402,4,3,6,1,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,402,4,3,6,2,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,402,4,3,6,3,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,402,4,3,11,4,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,402,4,3,11,5,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,402,4,3,11,6,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,403,4,2,6,1,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,403,4,2,6,2,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,403,4,2,6,3,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,403,4,2,11,4,1,na,Beetle,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,403,4,2,11,5,0,1,Ants,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,403,4,2,11,6,0,1,na,0,1,Beetle,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,404,4,4,6,1,0,1,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,404,4,4,6,2,0,0,Ants,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,404,4,4,6,3,1,na,na,0,0,Ants,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,404,4,4,11,4,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,404,4,4,11,5,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,404,4,4,11,6,1,na,na,0,0,Ants,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,501,5,2,6,1,1,na,na,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,501,5,2,6,2,1,na,na,0,1,Ants,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,501,5,2,6,3,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,501,5,2,11,4,1,na,Spider,0,1,"Slug, Ants",1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,501,5,2,11,5,1,na,na,0,1,Ants,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,501,5,2,11,6,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,502,5,3,6,1,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,502,5,3,6,2,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,502,5,3,6,3,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,502,5,3,11,4,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,502,5,3,11,5,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,502,5,3,11,6,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,503,5,1,6,1,1,na,Ants,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,503,5,1,6,2,1,na,na,1,na,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,503,5,1,6,3,1,na,na,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,503,5,1,11,4,0,1,Ants,0,1,na,1,1,1
PA,beans,6/20/2023,21.6,21.6,V3,503,5,1,11,5,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,503,5,1,11,6,0,1,Ants,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,504,5,4,6,1,0,1,Ants,0,0,na,1,0,1
PA,beans,6/20/2023,21.6,21.6,V3,504,5,4,6,2,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,504,5,4,6,3,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,504,5,4,11,4,0,0,na,0,0,na,0,0,0
PA,beans,6/20/2023,21.6,21.6,V3,504,5,4,11,5,0,0,na,0,1,Ants,0,1,1
PA,beans,6/20/2023,21.6,21.6,V3,504,5,4,11,6,0,1,Slug,1,na,na,1,1,1
PA,beans,7/5/2023,24.3,24.3,V5,101,1,1,6,1,1,na,na,1,na,na,1,1,1
